TCGA.S9.A6U1	TCGA.HT.7483	TCGA.VW.A7QS	TCGA.HT.A5RA	TCGA.DH.A66G	TCGA.P5.A5EX	TCGA.DH.A7UR	TCGA.HT.7604	TCGA.IK.8125	TCGA.HT.A61C	TCGA.HT.A74K	TCGA.DB.A4XD	TCGA.HT.7477	TCGA.S9.A6TX	TCGA.DB.A75K	TCGA.HT.A619	TCGA.FN.7833	TCGA.HT.8114
ENSG00000254758	1	1	2	3	12	2	0	0	8	0	0	2	0	0	3	2	0	1
ENSG00000254759	53	45	25	28	25	31	52	52	64	35	37	25	45	38	66	104	24	89
ENSG00000254760	28	14	7	19	13	5	6	13	5	79	4	10	16	15	38	4	23	28
ENSG00000254762	0	2	3	3	0	0	0	1	0	2	0	1	1	0	1	1	1	1
ENSG00000254764	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254768	0	2	10	0	5	4	15	5	9	16	2	1	5	7	6	0	1	3
ENSG00000254769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254771	3	0	2	0	1	0	3	1	0	3	0	2	0	0	0	1	1	0
ENSG00000254772	24	24	22	14	13	28	32	31	25	19	71	38	30	21	22	40	22	44
ENSG00000254775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254776	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000254777	6	1	0	5	3	1	1	3	5	32	2	3	12	1	3	1	2	6
ENSG00000254779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254780	2	1	0	1	2	1	1	0	1	2	0	0	2	1	2	1	0	4
ENSG00000254781	0	3	0	3	3	2	0	1	3	2	0	0	0	0	2	0	2	2
ENSG00000254783	45	16	17	21	42	7	52	38	31	27	8	41	23	15	26	33	48	59
ENSG00000254784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254786	2	0	0	1	1	12	0	0	1	1	0	0	0	0	0	1	6	4
ENSG00000254787	3	0	4	2	0	1	2	2	9	3	0	1	1	2	5	4	1	5
ENSG00000254788	47	56	46	27	30	23	41	50	62	35	35	34	71	47	25	41	26	78
ENSG00000254789	0	0	0	0	1	1	2	0	1	0	0	0	1	1	1	0	0	2
ENSG00000254790	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254791	2	0	3	0	0	1	0	1	2	0	0	0	0	1	0	0	1	0
ENSG00000254792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254793	0	0	1	0	8	1	2	0	3	2	1	0	2	1	2	0	1	5
ENSG00000254794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254798	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254800	0	1	0	0	5	0	2	0	2	0	0	0	0	0	0	0	1	3
ENSG00000254801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254802	18	21	0	4	8	21	4	20	7	121	8	10	13	8	16	0	47	35
ENSG00000254803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254804	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254805	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000254806	36	97	148	210	55	113	54	92	99	141	28	46	120	46	32	40	55	124
ENSG00000254807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254810	3	4	2	7	6	18	13	5	7	8	1	0	9	3	8	4	13	13
ENSG00000254811	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	4
ENSG00000254812	25	19	1	2	7	5	47	37	14	23	21	4	73	14	5	2	23	37
ENSG00000254813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000254814	0	2	0	0	0	0	0	6	0	0	0	2	2	0	0	0	0	0
ENSG00000254815	10	4	25	8	9	11	21	11	13	57	15	7	5	16	11	7	13	15
ENSG00000254816	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254819	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254821	3	1	0	2	0	0	2	0	0	0	0	1	2	0	0	0	1	4
ENSG00000254822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254824	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1
ENSG00000254825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254826	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	1	1	0
ENSG00000254827	9	22	13	20	7	23	16	13	7	37	32	6	20	17	25	4	15	47
ENSG00000254828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000254831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254832	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000254833	1	2	2	1	6	2	3	2	3	0	0	2	3	1	2	1	5	5
ENSG00000254834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254837	463	616	258	449	334	219	496	613	680	433	196	328	373	378	248	278	452	867
ENSG00000254838	87	48	25	66	47	88	50	65	70	43	16	24	52	35	46	66	125	198
ENSG00000254839	0	1	2	0	1	0	1	0	5	0	0	0	1	0	2	1	0	0
ENSG00000254840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000254841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254842	6	6	8	8	20	11	7	17	2	4	5	6	4	8	12	3	6	26
ENSG00000254843	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
ENSG00000254844	1	1	4	1	0	3	4	0	1	0	16	12	2	6	3	2	5	6
ENSG00000254846	0	1	1	0	1	0	1	0	0	0	0	0	3	1	1	1	0	0
ENSG00000254847	7	5	1	3	6	12	10	10	7	21	15	3	7	14	8	3	3	11
ENSG00000254848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254850	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000254851	0	43	99	0	0	2	1	21	0	4	0	56	1	1	61	0	1	69
ENSG00000254852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254853	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254854	10	5	2	11	2	31	9	5	32	38	43	2	4	14	14	8	6	9
ENSG00000254855	7	3	8	8	9	0	7	2	8	6	6	1	6	48	48	12	4	15
ENSG00000254856	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000254857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254858	657	855	1229	1707	491	870	986	741	750	1200	820	484	848	691	638	618	628	1135
ENSG00000254859	5	9	1	4	13	0	6	14	2	2	0	4	11	4	7	2	15	13
ENSG00000254860	153	192	159	112	59	121	150	142	147	80	46	177	89	197	111	135	198	529
ENSG00000254861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254862	10	11	12	41	9	9	9	4	30	9	11	7	4	20	24	12	16	18
ENSG00000254863	0	1	0	1	1	1	4	0	1	0	2	0	1	2	3	0	0	0
ENSG00000254864	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254865	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
ENSG00000254866	11	7	6	1	8	0	8	0	13	13	14	7	9	11	2	22	9	15
ENSG00000254867	1	1	4	0	1	2	7	2	4	0	0	6	3	0	4	0	2	9
ENSG00000254870	10	17	18	13	10	6	2	11	6	1	0	18	19	10	19	5	8	9
ENSG00000254871	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000254872	6	20	50	1	18	14	20	0	15	2	11	0	9	8	14	8	2	9
ENSG00000254873	3	0	7	0	1	2	7	2	5	2	1	2	3	3	4	3	0	2
ENSG00000254874	0	0	2	0	0	9	0	0	0	2	1	0	0	0	1	0	1	0
ENSG00000254876	29	16	22	63	28	12	79	14	97	77	13	19	28	27	36	36	29	45
ENSG00000254877	0	0	1	4	2	6	2	0	1	0	0	0	0	0	3	0	1	2
ENSG00000254878	2	2	1	2	5	0	2	1	9	0	0	1	0	0	1	4	0	2
ENSG00000254879	0	0	1	0	0	0	3	1	2	2	1	0	1	1	3	2	0	1
ENSG00000254880	2	1	3	17	13	21	11	9	10	2	3	3	6	6	14	15	4	4
ENSG00000254883	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254884	2	0	4	1	1	2	1	1	4	2	0	0	0	1	4	0	1	4
ENSG00000254885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1
ENSG00000254887	11	7	0	3	7	11	2	3	5	10	1	6	2	1	2	0	11	3
ENSG00000254888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254890	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000254891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254892	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000254893	14	5	16	5	9	8	8	5	4	10	0	8	24	5	15	11	3	23
ENSG00000254894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254895	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254896	52	22	0	2	12	0	2	13	12	45	6	10	5	4	5	2	24	2
ENSG00000254897	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
ENSG00000254898	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1
ENSG00000254900	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3
ENSG00000254901	465	323	584	847	571	578	785	393	872	1443	753	391	821	749	1131	549	588	1047
ENSG00000254902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254905	4	0	0	1	2	4	3	0	8	3	0	2	2	2	0	2	3	0
ENSG00000254906	0	0	0	0	0	0	1	0	6	1	0	0	0	1	0	0	0	1
ENSG00000254907	3	3	9	1	0	4	5	4	8	1	0	2	3	1	3	1	3	6
ENSG00000254909	39	10	47	13	29	5	28	23	22	11	3	21	14	20	47	41	32	45
ENSG00000254910	104	236	23	23	56	96	21	195	273	99	41	98	103	230	233	11	251	290
ENSG00000254911	25	20	23	4	12	8	21	16	44	3	3	29	9	10	14	20	2	12
ENSG00000254912	1	1	0	2	3	3	1	2	0	0	1	2	2	2	0	0	0	5
ENSG00000254913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000254914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254915	0	3	1	0	1	0	0	2	2	1	1	0	0	0	0	0	0	3
ENSG00000254916	1	1	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0
ENSG00000254917	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSG00000254919	152	241	50	419	54	46	324	26	117	119	51	76	322	9	50	2	91	106
ENSG00000254920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254921	0	6	1	1	4	0	12	3	13	12	3	4	8	2	5	7	3	1
ENSG00000254923	0	0	0	0	0	0	0	0	3	1	0	1	0	1	0	0	0	0
ENSG00000254924	16	5	16	2	3	1	5	8	7	4	4	5	3	5	5	3	9	5
ENSG00000254925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254927	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1
ENSG00000254928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254929	21	10	25	2	4	6	20	15	29	0	6	4	18	14	11	15	10	9
ENSG00000254930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254931	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000254932	1	0	1	0	1	0	2	1	0	8	3	2	0	3	1	4	1	1
ENSG00000254933	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0
ENSG00000254934	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000254935	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
ENSG00000254936	11	3	18	4	7	0	4	1	10	8	2	4	10	5	3	11	4	3
ENSG00000254937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254938	3	0	2	1	0	0	0	0	2	0	2	0	0	2	0	0	1	0
ENSG00000254939	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000254940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254941	91	116	104	129	101	62	126	88	142	49	11	94	50	81	93	48	46	191
ENSG00000254942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254943	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254944	2	5	0	58	10	8	5	0	17	35	3	4	2	2	2	1	5	10
ENSG00000254946	0	0	0	5	0	2	5	0	2	0	5	1	1	0	0	1	0	0
ENSG00000254947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254948	0	0	0	0	0	0	10	0	0	3	8	1	0	0	1	0	0	0
ENSG00000254949	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1
ENSG00000254951	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1
ENSG00000254952	1	2	6	3	1	2	0	2	0	0	0	5	2	2	1	59	3	17
ENSG00000254953	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
ENSG00000254954	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	11	0	0
ENSG00000254957	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSG00000254959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ENSG00000254960	0	0	0	0	0	0	1	0	0	1	9	1	1	0	2	0	0	0
ENSG00000254961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254964	4	1	11	0	5	3	3	8	7	1	1	1	4	4	8	8	5	2
ENSG00000254965	1	2	3	0	0	1	0	3	2	1	0	0	1	1	0	0	5	3
ENSG00000254966	148	292	194	40	74	47	270	110	163	69	107	118	27	401	265	50	139	323
ENSG00000254968	1	3	4	0	4	5	5	1	5	2	2	3	4	8	2	4	4	6
ENSG00000254971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254972	0	4	1	0	3	2	1	0	0	0	0	1	3	0	0	1	1	0
ENSG00000254973	6	3	0	0	9	0	4	2	9	1	0	6	4	0	0	1	4	7
ENSG00000254974	3	13	5	6	6	2	1	10	5	2	1	14	6	0	6	4	9	15
ENSG00000254975	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000254976	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ENSG00000254978	21	6	0	17	11	4	6	11	6	12	19	2	25	9	20	13	20	10
ENSG00000254979	0	1	3	4	2	5	1	2	2	5	5	1	13	0	0	4	6	4
ENSG00000254980	0	1	0	0	0	3	3	0	0	1	2	0	0	0	2	2	2	3
ENSG00000254983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254984	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000254985	3	5	12	4	3	0	4	2	3	4	4	0	2	1	4	1	4	4
ENSG00000254986	2184	1990	2354	3185	1264	1472	2374	1891	2348	3141	2543	1443	2179	2230	2727	2367	2248	2674
ENSG00000254987	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000254988	1	0	1	0	2	2	0	1	0	2	0	0	0	0	0	0	0	1
ENSG00000254989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254990	6	5	6	0	2	0	5	3	4	6	3	7	9	6	5	2	2	2
ENSG00000254991	0	1	0	2	1	1	0	1	0	0	0	0	0	0	0	1	0	3
ENSG00000254992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254995	169	63	633	71	373	56	233	118	439	94	60	221	340	402	719	428	264	1062
ENSG00000254996	225	136	165	121	116	249	265	184	123	442	141	133	181	122	146	229	195	304
ENSG00000254997	13	9	23	23	5	2	9	8	10	10	13	7	20	9	10	15	10	14
ENSG00000254999	6969	7993	7624	7857	5762	5985	7575	9020	9503	9810	8556	4874	6571	6628	6091	5113	6931	19157
ENSG00000255000	1	1	3	0	1	1	0	1	0	1	0	2	5	0	2	4	2	5
ENSG00000255001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255002	1	2	0	11	1	9	5	1	3	7	0	1	2	6	1	0	1	1
ENSG00000255003	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1
ENSG00000255004	0	1	1	1	4	1	1	0	2	1	0	0	1	0	0	0	0	2
ENSG00000255005	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000255006	1	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	1
ENSG00000255007	0	0	0	1	0	0	2	0	6	2	2	0	0	0	1	4	0	0
ENSG00000255008	4	9	5	3	1	6	2	1	2	1	1	2	8	5	5	1	1	6
ENSG00000255009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255010	1	9	4	2	0	10	5	6	4	0	0	1	12	4	7	1	1	5
ENSG00000255011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255014	0	0	0	1	0	1	1	1	0	1	0	1	2	1	1	0	1	1
ENSG00000255015	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0
ENSG00000255016	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000255018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255020	173	352	480	7	102	336	120	354	325	82	230	69	73	599	469	96	250	1138
ENSG00000255021	0	0	1	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0
ENSG00000255022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255026	11	7	2	2	3	9	2	7	28	10	17	5	7	12	5	2	3	44
ENSG00000255027	1	2	3	1	3	0	2	0	2	2	1	0	1	2	0	0	3	2
ENSG00000255028	0	0	0	0	0	3	1	0	0	1	0	1	0	0	0	0	0	2
ENSG00000255029	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255031	19	6	13	24	13	4	30	11	10	15	18	7	26	28	25	11	20	36
ENSG00000255032	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255035	2	1	7	0	4	0	1	2	3	1	0	5	1	7	3	3	1	9
ENSG00000255036	29	32	47	25	26	6	45	47	47	7	6	30	43	20	55	53	36	47
ENSG00000255037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255038	0	2	2	1	2	0	0	0	1	0	1	1	1	1	1	1	0	2
ENSG00000255039	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000255040	5	1	4	0	3	1	1	0	0	1	0	0	2	4	2	2	0	9
ENSG00000255041	0	1	0	0	3	0	1	0	2	0	0	0	0	1	0	0	2	0
ENSG00000255042	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	1	1	3
ENSG00000255043	2	1	3	0	1	4	4	6	0	4	0	6	2	1	0	0	2	1
ENSG00000255045	2	2	0	2	9	0	10	0	7	10	0	0	5	0	1	1	1	3
ENSG00000255046	7	14	8	18	28	21	30	18	24	2	9	12	7	14	15	11	10	28
ENSG00000255047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255050	24	37	18	6	9	2	12	9	20	7	0	16	54	40	9	8	16	20
ENSG00000255051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255052	74	59	48	14	64	18	48	30	62	30	25	43	46	109	25	68	42	79
ENSG00000255053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255054	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000255055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255057	0	3	1	0	0	2	5	1	1	4	11	0	0	2	3	2	2	1
ENSG00000255058	0	2	0	2	0	0	1	1	1	1	0	1	0	0	0	3	2	4
ENSG00000255059	4	4	7	0	0	0	1	0	2	3	2	0	3	2	1	3	2	7
ENSG00000255060	0	1	1	0	0	0	1	0	1	0	0	0	0	0	2	0	0	1
ENSG00000255062	37	34	34	37	34	63	69	34	57	76	41	48	27	52	51	79	41	62
ENSG00000255063	3	0	8	6	0	2	2	0	1	4	1	3	2	1	1	3	2	3
ENSG00000255065	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0
ENSG00000255067	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255071	0	0	1	3	0	0	0	0	0	1	0	1	0	0	0	0	1	1
ENSG00000255072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255073	3	1	1	3	4	3	0	2	3	1	0	0	1	1	1	4	4	4
ENSG00000255074	4	1	0	1	2	0	2	1	2	2	2	1	3	3	3	2	3	10
ENSG00000255075	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000255076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255079	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2
ENSG00000255081	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000255082	2	5	0	0	16	0	9	4	19	3	32	0	5	6	0	3	0	2
ENSG00000255083	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000255084	1	2	0	0	1	0	0	0	1	0	6	0	1	2	2	2	16	1
ENSG00000255085	113	37	5	649	23	19	25	36	47	66	13	17	251	47	39	9	30	34
ENSG00000255086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255087	1	7	0	0	19	0	7	1	15	0	0	0	0	1	1	0	0	1
ENSG00000255088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255089	0	0	0	0	0	1	0	0	2	1	0	1	1	1	4	0	3	1
ENSG00000255091	9	10	12	5	18	1	8	12	26	4	0	8	1	7	6	2	5	6
ENSG00000255092	3	0	3	2	1	1	1	2	5	0	1	5	1	1	2	2	1	2
ENSG00000255093	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000255094	1	2	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	2
ENSG00000255095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255096	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000255097	0	0	0	0	1	0	1	0	1	4	0	1	1	0	1	0	1	0
ENSG00000255099	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000255100	19	24	23	15	10	10	11	21	26	15	45	8	13	50	30	5	12	31
ENSG00000255101	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	1
ENSG00000255102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255104	6	1	7	5	3	1	12	2	9	3	1	11	13	5	8	4	9	15
ENSG00000255105	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000255106	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1
ENSG00000255107	3	4	14	0	4	3	0	5	13	3	0	10	9	4	9	4	13	15
ENSG00000255108	2	2	3	6	1	6	16	3	3	10	15	9	1	3	8	2	1	3
ENSG00000255109	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0
ENSG00000255110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255111	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255112	3250	3580	3038	3056	3255	1755	3107	3978	4405	2655	1154	2720	3386	2100	2743	3498	3087	7135
ENSG00000255113	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255114	1	1	3	4	2	23	4	4	6	22	0	6	9	1	1	1	4	7
ENSG00000255115	2	0	0	1	1	0	1	0	1	1	0	0	3	0	0	0	1	0
